id,publication
1.28125056619954E+018,"....No Republican Senate Judiciary response, NO JUSTICE, NO FBI, NO NOTHING. Major horror show REPORTS on Comey &amp; McCabe, guilty as hell, nothing happens. Catch Obama &amp; Biden cold, nothing. A 3 year, $45,000,000 Mueller HOAX, failed - investigated everything...."
1.28125056516353E+018,"We have a totally corrupt previous Administration, including a President and Vice President who spied on my campaign, AND GOT CAUGHT...and nothing happens to them. This crime was taking place even before my election, everyone knows it, and yet all are frozen stiff with fear...."
1.30840018528709E+018,"The Democrats are only interested in BAILING OUT their badly managed, high crime, Blue States. They are not interested in our workers or small businesses. Crazy Nancy will only do stimulus, which would be helpful, if we couple it with bailout money. Republican States are great!!!"
1.22144940083425E+018,"Again: Read the Transcript! Michael Goodwin, New York Post, Sunday."
1.29593213829092E+018,Great going Laura. You have a great chance against a Pelosi puppet!
1.30840119043946E+018,"I will be announcing my Supreme Court Nominee on Saturday, at the White House! Exact time TBA."
4.07957935155732E+017, Great!
1.2812603292474E+018,POLITICAL WITCH HUNT!
1.22145458671784E+018,"After having been exposed as a fraud and corrupt, can anyone, including Sleepyeyes Chuck Todd of Fake NBCNews, continue to listen to his con?"
1.30091323786975E+018,"Drudge didnt support me in 2016, and I hear he doesnt support me now. Maybe thats why he is doing poorly. His Fake News report on Mini-Strokes is incorrect. Possibly thinking about himself, or the other partys candidate."
1.29593310927222E+018,She was a terrible A.G. Was she the leaker?
1.24173268136648E+018,"Ford, General Motors and Tesla are being given the go ahead to make ventilators and other metal products, FAST! fema Go for it auto execs, lets see how good you are? RepMarkMeadows GOPLeader senatemajldr"
1.26107909640412E+018,"Great work Owens_Minor! On behalf of the American People, THANK YOU!"
1.25077410914488E+018,".OANN Poll Gives President Trump a 52% Approval Rating in North Carolina, and a seven point lead over (Sleepy) Joe Biden. The President also helps other Republican Candidates, including SenThomTillis, who has a 4% lead over his Democrat rival."
1.22146471232135E+018,"Sleepyeyes Chuck Todd of Meet the Corrupt Press, just had a totally softball interview with conman Adam Schiff, never even calling Shifty out on his fraudulent statement to Congress, where he made up ALL of the words of my conversation with the Ukrainian President! FAKE NEWS"
1.30091465833791E+018,True!
1.30840184659219E+018,Great news. It will show how incompetent she is!
1.28135544952315E+018,"At the request of Congressman Moolenaar, I have approved a major Disaster Declaration to provide more than $43 million in Federal Funds to help the people of the GREAT State of Michigan recover from the recent dam break flooding. I will always stand with Michigan!"
1.24173877064023E+018,Thank you to Fred Smith and FedEx for the rapid emergency deliveries you are making all over our Nation. Keep it going!
1.25077926159578E+018,"Crazy Nancy Pelosi, you are a weak person. You are a poor leader. You are the reason America hates career politicians, like yourself. seanhannity She is totally incompetent &amp; controlled by the Radical Left, a weak and pathetic puppet. Come back to Washington and do your job!"
1.22146901442735E+018,"95% Approval Rating in the Republican Party. Thank you! 191 Federal Judges (a record), and two Supreme Court Justices, approved. Best Economy &amp; Employment Numbers EVER. Thank you to our great New, Smart and Nimble REPUBLICAN PARTY. Join now, its where people want to be!"
1.30091610322953E+018,Not even a minor one. Thank you!
3.04382454448415E+017, Thanks.
1.24173944712278E+018,Working very well with States and our Nations Governors.
1.27720216207075E+018,"...Nobodys been tougher on Russia than the Trump Administration. With Corrupt Joe Biden &amp; Obama, Russia had a field day, taking over important parts of Ukraine - Wheres Hunter? Probably just another phony Times hit job, just like their failed Russia Hoax. Who is their source?"
1.27720215910954E+018,"Nobody briefed or told me, VP Pence, or Chief of Staff MarkMeadows about the so-called attacks on our troops in Afghanistan by Russians, as reported through an anonymous source by the Fake News nytimes. Everybody is denying it &amp; there have not been many attacks on us....."
1.25083426547195E+018,Democrats are blocking additional funding for the popular Paycheck Protection Program. They are killing American small businesses. Stop playing politics Dems! Support Refilling PPP NOW it is out of funds!
1.22152347700346E+018,Majority of people say the U.S. Senate already has enough information! FoxNews
1.23088966785308E+018, Highest Trump Poll Numbers EVER! Thank you!
1.30091736114763E+018,There has not. They are the Enemy of the People. TDS!
1.27720496956176E+018,Thank you to the great people of The Villages. The Radical Left Do Nothing Democrats will Fall in the Fall. Corrupt Joe is shot. See you soon!!!
1.29594170155569E+018,Big win Matt!
1.267666558178E+018,Fake News. Couldnt hear them during speech!
1.25085114336381E+018,"Major News Conference tonight, the White House at 6:00 P.M. (Eastern), to explain Guidelines for OPENING UP AMERICA AGAIN!"
1.2309085833336E+018,"So TeamCavuto has very bad ratings on foxnews with his Fake guests like A.B.Stoddard and others that still havent figured it all out. Will he get the same treatment as his friend Shepherd Smith, who also suffered from the ratings drought?"
1.22153304315392E+018,"Nothing done wrong, READ THE TRANSCRIPTS!"
1.30847920108808E+018,"Our wonderful General blew up Scarboroughs FAKE two year narrative. Thank you General H.R. McMaster. Look forward to reading your book, Battlegrounds: The Fight to Defend the Free World."
1.29594367718193E+018,"Senate Intelligence Panel found absolutely no evidence of collusion. There was no evidence that the Trump campaign conspired with the Russian government to influence 2016, affirming the findings of other investigations. Daily Caller"
1.24176029477656E+018,".JBPritzker, Governor of Illinois, and a very small group of certain other Governors, together with Fake News CNN &amp; Concast (MSDNC), shouldnt be blaming the Federal Government for their own shortcomings. We are there to back you up should you fail, and always will be!"
1.27720735555452E+018,"Funny to see Corrupt Joe Biden reading a statement on Russia, which was obviously written by his handlers. Russia ate his and Obamas lunch during their time in office, so badly that Obama wanted them out of the then G-8. U.S. was weak on everything, but especially Russia!"
1.28144746577492E+018,President Trump Approval Rating in the Republican Party at 96%. Thank You!
4.07949125976457E+017, Happy Birthday
1.25085258331874E+018,"Crazy Nancy Pelosi deleted this from her Twitter account. She wanted everyone to pack into Chinatown long after I closed the BORDER TO CHINA. Based on her statement, she is responsible for many deaths. Shes an incompetent, third-rate politician!"
1.23093610423413E+018,ON MY WAY!
1.3084809914938E+018,"Absentee ballots are in the hands of voters in many states, including NC, GA, WI, MN, MI, NH &amp; VA. Early voting is now underway in MN, MI &amp; VA. FLORIDA vote-by-mail ballots are sent on Thursday. Apply for yours in FL today:"
1.24177980334425E+018,"The hard working men and women of UPS are working overtime to maintain our supply chain and deliver medical supplies to those in need. Your work is critical to the health of our nation, keep it up!"
1.27720989269732E+018,Corrupt Joe Biden has confirmed that he would give UNLIMITED Healthcare to Illegal Immigrants. This would break our system and bring millions of people to the USA. foxandfriends
1.22153550386822E+018,Reports are that basketball great Kobe Bryant and three others have been killed in a helicopter crash in California. That is terrible news!
1.23097933423761E+018,"THANK YOU Las Vegas, Nevada! I was delighted to be back in a state I love, with proud, hardworking PATRIOTS. With your help, this November, we are going to defeat the Radical Socialist Democrats, and we are going to win Nevada in a landslide!"
1.26766752638275E+018,Thank you Mark!
1.24181462440153E+018,Will be having a News Conference from our beautiful White House at 5:00 P.M. Many things to discuss. Thank you!
1.28155252061206E+018,"The great LouDobbs has a very important new book coming out shortly. The Trump Century, How Our President Changed the Course Of History Forever, looks like it will be a big bestseller. Make it Number 1 for Lou. Pre-Order now at A great honor, Lou!"
1.27721206986832E+018,"Since imposing a very powerful 10 year prison sentence on those that Vandalize Monuments, Statues etc., with many people being arrested all over our Country, the Vandalism has completely stopped. Thank you!"
1.30849700210014E+018,"David Richter (DavidRichterNJ) will be a tremendous Congressman for New Jersey! He is a successful Businessman and Job Creator, will protect our Seniors and Healthcare, and supports our Law Enforcement and . David has my Complete and Total Endorsement!"
1.23098206930133E+018,"Republicans are fighting for citizens from every background, every community, &amp; every walk of life. We are the party of boundless optimism, excitement, energy &amp; enthusiasm. We are welcoming Americans of all parties &amp; political persuasions to join our incredible movement to !"
1.28155406197269E+018,"Now that we have witnessed it on a large scale basis, and firsthand, Virtual Learning has proven to be TERRIBLE compared to In School, or On Campus, Learning. Not even close! Schools must be open in the Fall. If not open, why would the Federal Government give Funding? It wont!!!"
1.27721424777325E+018,Have a good time this morning at First Baptist Dallas Church. The wonderful Pastor robertjeffress will be joined by our GREAT VP Mike Pence!
1.30849732304408E+018,"Attorney GeneralEric_Schmittis doing a terrific job in Missouri! He supports our Law Enforcement, fights Human Trafficking, and will always protect your Second Amendment Rights. Eric has my Complete and Total Endorsement! Vote for Eric!://"
1.31760449565265E+018,Getting ready to land in Wisconsin. See you soon!
1.25096869477321E+018,THANK GOD FOR TRUCKERS!
1.23106203961706E+018,"....The reason for this is that the Do Nothing Democrats, using disinformation Hoax number 7, dont want Bernie Sanders to get the Democrat Nomination, and they figure this would be very bad for his chances. Its all rigged, again, against Crazy Bernie Sanders!"
1.23106203897941E+018,"MSDNC (Comcast Slime), CNN and others of the Fake Media, have now added Crazy Bernie to the list of Russian Sympathizers, along with TulsiGabbard &amp; Jill Stein (of the Green Party), both agents of Russia, they say. But now they report President Putin wants Bernie (or me) to win."
1.27721572041848E+018,"The Fake News  nytimes must reveal its anonymous source. Bet they cant do it, this person probably does not even exist!"
1.31764130531338E+018,THANK YOU WISCONSIN!
1.30849772826412E+018,"GovernorMikeParsonis doing an incredible job for Missouri. He is Strong on Jobs, Law and Order, Life, and the Second Amendment. Mike has my Complete and Total Endorsement! Vote for Mike!://"
1.28155452174812E+018,Get it done or the Federal Government will come in and get it done for you!
1.25113846524645E+018,"....in January and February, as the Virus spread globally? Why did the W.H.O. wait as long as it did to take decisive action? Lanhee Chen, Hoover Institution Fellow FoxNews"
1.26111749318953E+018,Thanks. You are very cool!
1.30853717790352E+018,"Congratulations to JudgeJeanine on the release of her new book, DONT LIE TO ME which is now available. Get your copy today!"
1.28155676608657E+018,"Dont throw the American story into the river, dont throw it into the lake. Be proud of it. kilmeade foxandfriends"
1.28155675845719E+018,....Absentee Ballots are fine because you have to go through a precise process to get your voting privilege. Not so with Mail-Ins. Rigged Election!!! 20% fraudulent ballots?
1.28155674521152E+018,"Mail-In Ballot fraud found in many elections. People are just now seeing how bad, dishonest and slow it is. Election results could be delayed for months. No more big election night answers? 1% not even counted in 2016. Ridiculous! Just a formula for RIGGING an Election...."
1.22158223099007E+018,.....Melania and I send our warmest condolences to Vanessa and the wonderful Bryant family. May God be with you all!
1.22158223000862E+018,"Kobe Bryant, despite being one of the truly great basketball players of all time, was just getting started in life. He loved his family so much, and had such strong passion for the future. The loss of his beautiful daughter, Gianna, makes this moment even more devastating...."
1.25113846296892E+018,Why did the W.H.O. Ignore an email from Taiwanese health officials in late December alerting them to the possibility that CoronaVirus could be transmitted between humans? Why did the W.H.O. make several claims about the CoronaVirus that ere either inaccurate or misleading....
1.23106464251403E+018,"Simply put, he choked!"
1.26111792706084E+018,Thank you. My great honor!
1.3009214757136E+018,"Great honor, but think we are much higher than 46%. Hidden vote!"
1.28160356607177E+018,On my way to U.S. Southern Command (Southcom) in the Great State of Florida!
1.3085385579679E+018,"Congratulations to MattGaetz on the release of his new book, Firebrand: Dispatches from the Front Lines of the MAGA Revolution. Get your copy today!"
1.27721967331512E+018,"THE VAST SILENT MAJORITY IS ALIVE AND WELL!!! We will win this Election big. Nobody wants a Low IQ person in charge of our Country, and Sleepy Joe is definitely a Low IQ person!"
1.29607909547905E+018,"IF YOU CAN PROTEST IN PERSON, YOU CAN VOTE IN PERSON!"
1.31764454388233E+018,The Democrat Party you once knew no longer exists!
1.25114602266505E+018,"Today people started losing their jobs because of Crazy Nancy Pelosi, Cryin Chuck Schumer, and the Radical Left, Do Nothing Democrats, who should immediately come back to Washington and approve legislation to help families in America. End your ENDLESS VACATION!"
1.29608472316547E+018,"With what I am doing in the fight with the Drug Companies, drug prices will be coming down 50, 60, and even 70 per cent. The Democrats are fighting hard to stop me with big ad buys, plus. Likewise, Big Pharma. FAVORED NATIONS AND REBATES ARE BRINGING PRICES DOWN NOW. We will win!"
1.30853992182978E+018,"...with our Country, the United States Military, Government Contractors, and Grantees. Americans should be taught to take PRIDE in our Great Country, and if you dont, theres nothing in it for you!"
1.28161659006097E+018,"... and/or Funding, which will be taken away if this Propaganda or Act Against Public Policy continues. Our children must be Educated, not Indoctrinated!"
1.28161658627347E+018,"Too many Universities and School Systems are about Radical Left Indoctrination, not Education. Therefore, I am telling the Treasury Department to re-examine their Tax-Exempt Status..."
1.30853991807588E+018,"A few weeks ago, I BANNED efforts to indoctrinate government employees with divisive and harmful sex and race-based ideologies. Today, I've expanded that ban to people and companies that do business..."
1.24189748577947E+018,"My friend (always there when Ive needed him!), Senator RandPaul, was just tested positive from the Chinese Virus. That is not good! He is strong and will get better. Just spoke to him and he was in good spirits."
1.23106573680794E+018,Good luck Angela!
1.25116899406694E+018,LIBERATE MINNESOTA!
1.30854060497285E+018,"On my way to Pennsylvania, see everyone soon!"
1.29609285922604E+018,"Dont buy GOODYEAR TIRES - They announced a BAN ON MAGA HATS. Get better tires for far less! (This is what the Radical Left Democrats do. Two can play the same game, and we have to start playing it now!)."
1.24192966498715E+018,"I watch and listen to the Fake News, CNN, MSDNC, ABC, NBC, CBS, some of FOX (desperately &amp; foolishly pleading to be politically correct), the nytimes, &amp; the washingtonpost, and all I see is hatred of me at any cost. Dont they understand that they are destroying themselves?"
1.22166376497149E+018,...(Democrats said I never met) and released the military aid to Ukraine without any conditions or investigations - and far ahead of schedule. I also allowed Ukraine to purchase Javelin anti-tank missiles. My Administration has done far more than the previous Administration.
1.22166376403191E+018,"...transcripts of my calls with President Zelensky are all the proof that is needed, in addition to the fact that President Zelensky &amp; the Foreign Minister of Ukraine said there was no pressure and no problems. Additionally, I met with President Zelensky at the United Nations..."
1.3009332567628E+018,"Kenosha, Wisconsin, were with you all the way!"
1.24193528591678E+018,"WE CANNOT LET THE CURE BE WORSE THAN THE PROBLEM ITSELF. AT THE END OF THE 15 DAY PERIOD, WE WILL MAKE A DECISION AS TO WHICH WAY WE WANT TO GO!"
1.29610475228408E+018,"Why are Republicans allowing the Democrats to have ridiculous Post Office hearings on Saturday &amp; Monday, just before and during our Convention. Let them hold them NOW (during their Convention) or after our Convention is over. Always playing right into their hands! senatemajldr"
3.62884519168192E+017, Thank you.
1.25116921753106E+018,LIBERATE MICHIGAN!
1.22166376313859E+018,"I NEVER told John Bolton that the aid to Ukraine was tied to investigations into Democrats, including the Bidens. In fact, he never complained about this at the time of his very public termination. If John Bolton said this, it was only to sell a book. With that being said, the..."
1.28163714095111E+018,"With Tropical Storm Fay heading towards the Great State of New Hampshire this weekend, we are forced to reschedule our Portsmouth, New Hampshire Rally at the Portsmouth International Airport at Pease. Stay safe, we will be there soon!"
1.29619801263779E+018,Will he having a Press Conference at 5:45 P.M. See you in 15 minutes!
1.30098366756156E+018,"Mike Pence was never put on standby, &amp; there were no mini-strokes. This is just more Fake News by CNN, a phony story. The reason for the visit to Walter Reed, together with the full press pool, was to complete my yearly physical. Short visit, then returned (with press) to W.H..."
1.25116998711033E+018,"LIBERATE VIRGINIA, and save your great 2nd Amendment. It is under siege!"
1.24205698410452E+018,"We will be guided by the wishes of Prime Minister Abe of Japan, a great friend of the United States and a man who has done a magnificent job on the Olympic Venue, as to attending the Olympic Games in Japan. He will make the proper decision!"
1.26112611479947E+018,"Thank you to all of my great Keyboard Warriors. You are better, and far more brilliant, than anyone on Madison Avenue (Ad Agencies). There is nobody like you!"
1.22176421287322E+018,"The Democrat controlled House never even asked John Bolton to testify. It is up to them, not up to the Senate!"
1.26780812013651E+018,"D.C. had no problems last night. Many arrests. Great job done by all. Overwhelming force. Domination. Likewise, Minneapolis was great (thank you President Trump!)."
1.2611386909293E+018,Where is the 302? It is missing. Was it stolen or destroyed? General Flynn is being persecuted!
1.25118156674062E+018,"....testing that you should be doing. We have given New York far more money, help and equipment than any other state, by far, &amp; these great men &amp; women who did the job never hear you say thanks. Your numbers are not good. Less talk and more action!"
1.25118156350676E+018,"Governor Cuomo should spend more time doing and less time complaining. Get out there and get the job done. Stop talking! We built you thousands of hospital beds that you didnt need or use, gave large numbers of Ventilators that you should have had, and helped you with...."
1.2961985175732E+018,Will be having a Press Conference at 5:45 P.M. See you in 15 minutes!
1.30857692645854E+018,"I was honored to be back in the Commonwealth of Pennsylvania with thousands of loyal, hardworking American Patriots. This election is a choice between Pennsylvania &amp; China. If Biden wins, China wins. When we win, Pennsylvania Wins, and AMERICA WINS!"
2.6912248912323E+017, Fantastic!
1.30109037050846E+018,"Will Fredo be fired by Fake News CNN? He speaks with great disrespect about women, and it will only get worse. Fredos Ratings are bad, so this is the time. Always terrible to speak to sleazebags, especially when you are being recorded. CNN has no choice, Fredo must go!"
1.25118502345948E+018,"Biden/Obama were a disaster in handling the H1N1 Swine Flu. Polling at the time showed disastrous approval numbers. 17,000 people died unnecessarily and through incompetence! Also, dont forget their 5 Billion Dollar Obamacare website that should have cost close to nothing!"
1.26780945202095E+018,"Congresswoman Jackie Walorski (jackiewalorski) is doing an incredible job for Indiana. She fights for Small Businesses, the Economy, and our incredible Military and Vets! Jackie has my Complete and Total Endorsement!"
1.26780940026743E+018,"Congressman Andy Harris (Harris4Congress) is a tremendous advocate for Maryland! A highly respected physician, Andy fights for the Second Amendment, Border Security and our incredible Farmers. Andy has my Complete and Total Endorsement!"
3.25561405279453E+017, That's great!
1.26114201517525E+018,GREAT!
1.317677402454E+018,Bins full of ballots in a dumpster
1.30109232701714E+018,"Like Fredo at Fake News CNN, the very untalented Joy Reid should be fired for this horrible use of the words Muslim Terrorists. Such xenophobia and racism on MSDNC. Anyone else would be gone, and fast!!!"
1.24205847074202E+018,"Robert, we will end up stronger than ever before. Thank you!"
1.3085794521006E+018,I did more in 47 months than Joe Biden did in 47 years!
1.26780976662732E+018,"Senator Mike Rounds (RoundsforSenate) continues to deliver for South Dakota! Mike is working hard for our incredible Farmers and he is strong on Trade, Military, our Vets, and the Second Amendment. Mike has my Complete and Total Endorsement!"
1.26114242856588E+018,Its about time!
1.26220504962482E+018,"....spews lies. 60Minutes report was incorrect, which they couldnt care less about. Fake News! I dont know this guy, never met him, but dont like what I see. How can a creep like this show up to work tomorrow &amp; report to SecAzar, his boss, after trashing him on T.V.?...."
1.25118617954803E+018,"China has just announced a doubling in the number of their deaths from the Invisible Enemy. It is far higher than that and far higher than the U.S., not even close!"
1.29621910162346E+018,"Welcome, Barack and Crooked Hillary. See you on the field of battle!"
1.26780972145875E+018,"Congressman Mike Simpson (MikeSimpson4ID) is a tremendous champion for Idaho! Mike is working hard for our incredible Farmers, and he strongly supports our Military, Vets and the Second Amendment. Mike has my Complete and Total Endorsement!"
1.26780968568546E+018,"Congressman Russ Fulcher (RussFulcher) is an incredible Representative for the people of Idaho! He fully supports the Border Wall, Life, our Vets and the Second Amendment. Russ has my Complete and Total Endorsement!"
1.28173156527852E+018,I LOVE GoyaFoods!
1.25118683998313E+018,The States have to step up their TESTING!
1.30858280818133E+018,"With your VOTE, we are going to lift our nation to extraordinary new heights we are going to turn the page forever on the failed political class and we are going to Defend our Jobs, our Families, our Borders, and our treasured way of Life!"
1.23107054760751E+018,"Incredible people, great Rally!"
1.25119371258097E+018,"Cuomo ridiculously wanted 40 thousand Ventilators. We gave him a small fraction of that number, and it was plenty. State should have had them in stockpile!"
1.29625728298088E+018,I live in New York. Even the most Liberal friends that I have are thinking twice about voting Democrat this time because theyve seen whats happened to the City under NYCMayor de Blasio and the State under NYGovCuomo - Theyre getting eaten up by taxes. DavidAsmanfox
1.3085940960057E+018,Our GREAT RALLY tonight in Pennsylvania. Tremendous energy!
1.26780988838371E+018,"Congressman Dusty Johnson (DustyJohnson) is a phenomenal advocate for the people of South Dakota! He helped us deliver USMCA for our Farmers, and he is strong on the Border and our Second Amendment. Dusty has my Complete and Total Endorsement!"
1.23122174364744E+018,An investigation into NOTHING. The wonderful trish_regan on the Mueller Witch Hunt!
1.28175789586074E+018,"Joe Biden, a little out of it, lets face it, so he is the perfect vessel, an empty vessel, to transform the Country. TuckerCarlson FoxNews Destroying your dreams and ending your life. Ned Ryan"
1.30109420896777E+018,"See, even a Kennedy isnt safe in the new Radical Left Democrat Party. Taxes up big, no 2A. Biden has completely lost control. Pelosi strongly backed the loser!"
1.25123240410004E+018,White House news conference today at 6:00 P.M. Eastern. Thank you!
1.26781031132898E+018,"Chris Jacobs (JacobsNY27) will be a tremendous Congressman who will always fight for New York. He is Strong on the Border, our Military and Vets, and the Second Amendment. Chris has my Complete and Total Endorsement! Vote for Chris on June 23!"
2.69122344352616E+017, Macys You sound great!
1.2612700846449E+018,"Thank you to foxandfriends for covering, supremely, the greatest political scandal in the history of the United States, OBAMAGATE. Fake News CNN and Concasts own MSDNC are only trying to make their 3 year Con Job just go away. They are embarrassed and dont know what to do...."
1.29627406576272E+018,"HE SPIED ON MY CAMPAIGN, AND GOT CAUGHT!"
1.22179057744602E+018,READ THE TRANSCRIPTS!
1.23123677774426E+018,"Democrats in the Great State of Nevada (Which, because of the Economy, Jobs, the Military &amp; Vets, I will win in November), be careful of Russia, Russia, Russia. According to Corrupt politician Adam Shifty Schiff, they are pushing for Crazy Bernie Sanders to win. Vote!"
1.30109527203919E+018,"This is the NEW and very sick Democrat Party. We will win on November 3rd, and MAKE AMERICA GREAT AGAIN!"
1.30861927726047E+018,Great book!
1.26781163781119E+018,"Yesterday was a bad day for the Cuomo Brothers. New York was lost to the looters, thugs, Radical Left, and all others forms of Lowlife &amp; Scum. The Governor refuses to accept my offer of a dominating National Guard. NYC was ripped to pieces. Likewise, Fredos ratings are down 50%!"
1.26127008524479E+018,"....Likewise, the nytimes and washingtonpost are a disgrace to journalism. They are all Fake News, and they know it better than anyone else. History is unfolding, and it is not a pretty picture for journalism."
1.29627584064963E+018,"WHY DID HE REFUSE TO ENDORSE SLOW JOE UNTIL IT WAS ALL OVER, AND EVEN THEN WAS VERY LATE? WHY DID HE TRY TO GET HIM NOT TO RUN?"
1.22180527369578E+018,"Schiff must release the IG report, without changes or tampering, which is said to be yet further exoneration of the Impeachment Hoax. He refuses to give it. Does it link him to Whistleblower? Why is he so adamant?"
1.27742463321877E+018,The Dems want to Defund and Abolish the Police. Not good!
1.28176171955204E+018,"Congratulations to seanhannity on a big night, as usual!"
1.30872856138211E+018,"I hardly know Cindy McCain other than having put her on a Committee at her husbands request. Joe Biden was John McCains lapdog. So many BAD decisions on Endless Wars &amp; the V.A., which I brought from a horror show to HIGH APPROVAL. Never a fan of John. Cindy can have Sleepy Joe!"
1.296285289498E+018,BUT DIDNT SHE CALL HIM A RACIST??? DIDNT SHE SAY HE WAS INCOMPETENT???
1.26780964488766E+018,"Congressman Greg Pence (GregPenceIN) is doing a phenomenal job for Indiana. His brother, our great Vice President Mike Pence, and I need Greg to help us keep our Country SAFE and fight for our agenda. Greg has my Complete &amp; Total Endorsement!"
1.26780960245804E+018,"Congressman Jim Banks (jim_banks) is a fighter for Indiana! A highly respected Navy Officer, Jim works hard for our Vets and Small Businesses. Strongly supports the Second Amendment and our Border Wall! Jim has my Complete and Total Endorsement!"
1.26130280229656E+018,"I am proud to announce that NJTransit will receive $1.4B in CARES Act funding to assist in their continued operations and to keep people moving in the NY/NJ area! The LARGEST single Federal transit grant to New Jersey Transit ever. Together, we will prevail!"
1.22180917067396E+018,"We are in very close communication with China concerning the virus. Very few cases reported in USA, but strongly on watch. We have offered China and President Xi any help that is necessary. Our experts are extraordinary!"
1.23134320603973E+018,"Wow, great foresight!"
1.30109611457844E+018,"Some things just dont get any crazier. Just call me Kate, problem over!"
1.26782645779698E+018,Vaccines are coming along really well. Likewise therapeutics. Moving faster than anticipated. Good news ahead (in many ways)!
1.2613042143173E+018,Chicagos CTA has big federal resources heading its way to keep the transit system operational and to keep people moving where they need to go. $817M will aid in the economic recovery buy Made in the USA!
1.27742606292284E+018,"Corrupt Joe Bidens team is running false ads. Almost everything in them is a knowing lie, just the opposite of what they are saying, &amp; very much like their Fake News partners!"
1.22181314791857E+018,Senate hearing on the Impeachment Hoax starts today at 1:00 P.M.
1.30109717705436E+018,"The Unsolicited Ballots Scam is their only hope. Will be the most corrupt election in history, by far!"
1.26782881224438E+018,"Republicans, get out and vote today for those great candidates that will lead to big victories on November 3rd. MAKE AMERICA GREAT AGAIN!"
1.30874011664349E+018,Big news. Numerous great companies are seeing fantastic results. FDA must move quickly!
1.27742921719043E+018,"Absentee Ballots are fine. A person has to go through a process to get and use them. Mail-In Voting, on the other hand, will lead to the most corrupt Election is USA history. Bad things happen with Mail-Ins. Just look at Special Election in Patterson, N.J. 19% of Ballots a FRAUD!"
3.24954849206759E+017, We need someone!
1.3176926548098E+018,"John, thank you. Such a great honor!"
1.23134546279344E+018,Look so forward to being with my great friends in INDIA!
1.29630548427902E+018,My great honor!!!
1.26783587340567E+018,"NYC, CALL UP THE NATIONAL GUARD. The lowlifes and losers are ripping you apart. Act fast! Dont make the same horrible and deadly mistake you made with the Nursing Homes!!!"
1.22184261348725E+018,"On International Holocaust Remembrance Day, we remember the millions of precious souls who perished as a result of the horrific crimes perpetrated by the Nazi regime...."
1.27743169524818E+018,"Intel just reported to me that they did not find this info credible, and therefore did not report it to me or VP. Possibly another fabricated Russia Hoax, maybe by the Fake News nytimesbooks, wanting to make Republicans look bad!!!"
1.2678381013402E+018,SILENT MAJORITY!
1.29641317856641E+018,"Sarah is correct. McCain was a lousy candidate with lots of bad policy, but the deadheads sabotaged his campaign from the inside, and never gave him a chance to win. Hope they were happy with OBiden, who gave you me!"
1.25135355070325E+018,They are Fake News Losers!
1.29641473262744E+018,"Its never a real Twitter Trending. Its Twitter Executives Choice. Only negative on Republican voices, especially mine!"
1.30875830509599E+018,"White House News Conference today at 6:00 P.M. Economy, Job gains and Vaccine development are all doing GREAT!"
1.25135429540607E+018,Great book. Get it and support Charlie!
1.26785153445448E+018,New York City put on an 11:00 P.M. CURFEW last night. No wonder they ripped the place apart. Should be 7:00 P.M. CALL UP THE NATIONAL GUARD.
1.26136277751768E+018,Today I was presented with the brand new SpaceForceDoD flag in the Oval Office. I will take Great Pride in displaying it at the WhiteHouse!
3.24947854038802E+017, Great!
1.26136845155536E+018,I am proud to announce that the United States will donate ventilators to our friends in India. We stand with India and narendramodi during this pandemic. Were also cooperating on vaccine development. Together we will beat the invisible enemy!
1.30876777265933E+018,Bay of Pigs Veterans &amp; Hispanic Heritage Remarks as past honoree. White House East Room. 11 AM. Thank you!
1.25135489665122E+018,Cut him off now!
1.26787339327522E+018,Great new book out today by DineshDSouza get your copy today!
1.29641511949745E+018,They would own our Country!
1.26137328353618E+018,Such a wonderful reception yesterday in Pennsylvania. Thank you!
1.23136696461187E+018,"Looks like Crazy Bernie is doing well in the Great State of Nevada. Biden &amp; the rest look weak, &amp; no way Mini Mike can restart his campaign after the worst debate performance in the history of Presidential Debates. Congratulations Bernie, &amp; dont let them take it away from you!"
1.3011006207416E+018,Rigged Election?
1.30876886943203E+018,"Very important that, in order to watch that ALL are following the Rules &amp; Regulations, you become an Election Official at your local Polling Place. Go sign up NOW!!!"
1.25135536767151E+018,Lamestream Media is only getting worse!
1.26787982371795E+018,"Decorated combat Vet MarthaMcSally has a great new book, Dare to Fly, which tells her story as the first American woman to fly a fighter jet in combat. Shes tough, tested, and true. A real fighter for Arizona. Get her book today at !"
1.23137245189397E+018,The Kremlin is reportedly backing Bernie Sanders bid to win the White House. Jon Scott FoxNews Why didnt somebody tell me this?
1.30113432578264E+018,"Joe Biden is not on the side of Law Enforcement, and that was spectacularly evident on my very successful trip yesterday to Kenosha. We solved the problem quickly, and it was very much appreciated by the people of Wisconsin. Joe Biden wouldnt know where to begin - a bad record!"
1.26220505047201E+018,"....This whole Whistleblower racket needs to be looked at very closely, it is causing great injustice &amp; harm. I hope you are listening SenSusanCollins I also hope that Shari Redstone will take a look at her poorly performing gang. She knows how to make things right!"
1.29641558147908E+018,Thank you so much!
1.26788567917597E+018,...AND THE BEST IS YET TO COME!
1.23139708655131E+018,Just another Shifty Schiff leak. Isnt there a law about this stuff?
